image_url,question,gt_answer,llava_model_answer,hallucination_type,llama_hallucination_analysis,llama_hallucination_evaluation,llama_hallucination_rating
https://imagen-parti-images.s3.amazonaws.com/Geotommy_computer_repair_4958e6bc-2b96-4f85-956a-62ae4991f0af.png,How many wires are there? Answer with reasonable length (not too short or too long).,There are many wires in this image; the amount of wires there are cannot be specified; There are too many wires in this images to distinguish an amount,"There are several wires visible in the image, but without a specific count or a clear view of the entire setup, it's difficult to provide an accurate answer. The wires appear to be of various lengths and are connected to different components, suggesting a complex electronic system.",false premises,"The direct answer to the question is 'There are several wires visible in the image, but without a specific count or a clear view of the entire setup, it's difficult to provide an accurate answer.' This directly answers the question of how many wires there are, which is not explicitly stated. However, the response does not contradict the ground truth provided by the standard human-generated answer, which states that the number of wires cannot be specified.",no,1.0
https://imagen-parti-images.s3.amazonaws.com/egrandinetti_A_crumbling_ecomostro_in_Calabria_is_topped_with_m_4f22bc70-b130-4b20-9846-24ed7c3103f4.png,What color is the car in the driveway? Answer with reasonable length (not too short or too long).,There is no car visible in the image; We can not see a car in the image; A car is not visible in the image,"No car is visible in the image. The focus is on the large, fantastical sculpture of a dinosaur-like creature with a building attached to its back.",insufficient context,"The direct answer from LLava's response is 'No car is visible in the image.' This directly answers the question and aligns with the standard human-generated answer. The additional information about the dinosaur-like creature and building is extraneous and does not alter the core answer. Therefore, there is no contradiction between LLava's direct answer and the ground truth.",no,0.0
https://imagen-parti-images.s3.amazonaws.com/egrandinetti_A_crumbling_ecomostro_in_Calabria_is_topped_with_m_4f22bc70-b130-4b20-9846-24ed7c3103f4.png,What color hat is the person in the window wearing? Answer with reasonable length (not too short or too long).,No one can be seen in the windows; We can not see anyone in the windows; No people are visible in the windows,The person in the window is wearing a green hat.,false premises,"The direct answer 'The person in the window is wearing a green hat' contradicts the ground truth 'No one can be seen in the windows; We can not see anyone in the windows; No people are visible in the windows' because the ground truth states that no people are visible in the windows, making it impossible for the person to be wearing a hat. Therefore, the response contains hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Topotattoo_8k_statue_of_liberty_571da396-5208-4195-81cd-a1e21efcc700.png,Where is Lady Liberty's torch in this picture? Answer with reasonable length (not too short or too long).,Her torch is not visible in the picturr; We cannot see her torch in this picture; It is unclear from the picture,"In this picture, Lady Liberty's torch is not visible. The image features a statue of Lady Liberty with her hands covering her face, and there are two towers in the background. The torch is typically located on the top of the statue, but it is not present in this particular depiction.",insufficient context,"The direct answer to the question is 'In this picture, Lady Liberty's torch is not visible.' This directly answers the question and does not contradict the ground truth. The additional information provided about the image features and the typical location of the torch does not alter the core answer.",no,0.0
https://imagen-parti-images.s3.amazonaws.com/Topotattoo_8k_statue_of_liberty_571da396-5208-4195-81cd-a1e21efcc700.png,What does the writing of the script say? Answer with reasonable length (not too short or too long).,The script is not visible enough to make out the words; The writing is not legible; The writing on the script is not legible,"The writing on the script in the statue's hand is not clearly legible in the image. It appears to be a blurred or obscured text, which makes it difficult to read accurately.",insufficient context,"The direct answer to the question is 'The writing on the script in the statue's hand is not clearly legible in the image.' This contradicts the ground truth which is 'The writing is not legible.' The ground truth is more general and does not specify the location of the writing. Therefore, Llava's response contains hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Noupy_vast_empty_room_7a5ffa79-2813-4a8f-88d9-ac2e2ceea4ba.png,What color hat is the person wearing? Answer with reasonable length (not too short or too long).,There is no person in the image; No person is visible in the image; We can not see a person in the image,The person is not wearing a hat; the image shows an empty room with a view of a hallway.,false premises,"The direct answer to the question is ""The person is not wearing a hat"". The ground truth is that there is no person in the image. Since the direct answer contradicts the ground truth, it is considered a hallucination. The extra information about the image showing an empty room with a view of a hallway is irrelevant to the direct answer.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Noupy_vast_empty_room_7a5ffa79-2813-4a8f-88d9-ac2e2ceea4ba.png,What does the first doorway on the right lead to? Answer with reasonable length (not too short or too long).,We cannot see what the doorway leads to; We are unable to determine from the picture; The picture does not reveal what the doorway leads to,"The first doorway on the right leads to a dark hallway, which appears to be a corridor or a passageway. The hallway is illuminated by a single light source, which is not visible in the image. The darkness of the hallway suggests that the light source is not directly visible from the perspective of the image, and the purpose of the hallway is not immediately clear from the image alone. It could be a passageway to another part of the building or a",false premises,"The direct answer is that the first doorway on the right leads to a dark hallway. This contradicts the ground truth that we cannot determine what the doorway leads to from the picture. The ground truth does not provide any information about the contents or purpose of the doorway, making LLava's answer a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Epicode_a_fashion_shoot_on_saturn_hard_light_volumetric_hyperre_ba07f6bf-336a-4427-a2a8-ce0e876d53e5.png,Is the person's handbag black or white? Answer with reasonable length (not too short or too long).,There is no visible handbag ; We cannot see any handbags; There is no observable handbag just a person wearing a long coat,The person's handbag is black.,false premises,"The direct answer to the question is 'The person's handbag is black.' The ground truth provided is that there is no visible handbag, which contradicts LLava's answer. Therefore, LLava's response contains hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Epicode_a_fashion_shoot_on_saturn_hard_light_volumetric_hyperre_ba07f6bf-336a-4427-a2a8-ce0e876d53e5.png,What color are the woman’s gloves? Answer with reasonable length (not too short or too long).,She isn’t wearing any gloves; The woman does have any gloves on; There aren’t any gloves displayed in the image,The woman is wearing white gloves.,false premises,"Llava's response directly answers the question by stating that the woman is wearing white gloves. However, the provided ground truth indicates that the woman is not wearing any gloves. This contradicts the direct answer, suggesting that Llava's response contains hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Jekkaman_a_close_up_of_a_snake_head_on_the_side_of_a_building_t_381f1f34-5ef4-4d65-b5f8-abc74e6c1cbf.png,How many wings are in the photo? Answer with reasonable length (not too short or too long).,There are no wings in the photos; No wings are in the picture; No wing are visible in the picture,"There are no wings in the photo. The image features a large, painted dragon head with a detailed and realistic appearance, set within an archway.",false premises,"The direct answer in LLava's response is 'There are no wings in the photo.' This aligns with the ground truth provided by the standard human-generated answer. The additional information about the image features a large, painted dragon head with a detailed and realistic appearance, set within an archway, does not contradict the direct answer and can be ignored for the purpose of this evaluation.",no,1.0
https://imagen-parti-images.s3.amazonaws.com/Jekkaman_a_close_up_of_a_snake_head_on_the_side_of_a_building_t_381f1f34-5ef4-4d65-b5f8-abc74e6c1cbf.png,How long is the creatures body? Answer with reasonable length (not too short or too long).,The creature's body is not visible; Only the face of the creature is visible; I can't determine the length of the creature from this image,"The creature in the image appears to have a body that is of a reasonable length, not too short or too long. It is not possible to provide an exact measurement, but it seems to be of a typical size for a dragon or similar mythical creature.",insufficient context,"The direct answer from LLava's response is that the creature's body is of a reasonable length, not too short or too long. This contradicts the ground truth that the length of the creature's body cannot be determined from the image. The provided details about the creature being of a typical size for a dragon or similar mythical creature are extraneous and do not alter the core answer.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/Emi_paperquilling_of_a_japanese_landscape_f0223936-7ec1-492f-939b-626b55d87b97.png,What color are the animals? Answer with reasonable length (not too short or too long).,There are no animals in the picture; No animals are shown; We do not see any animals in the image,The animals in the image are red.,false premises,"The direct answer to the question is that the animals in the image are red. However, the standard human-generated answer states that there are no animals in the picture, which contradicts LLava's answer. Therefore, LLava's response contains hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Emi_paperquilling_of_a_japanese_landscape_f0223936-7ec1-492f-939b-626b55d87b97.png,What color are the fish in the water? Answer with reasonable length (not too short or too long).,There are no fish visible; There aren't any fish visible ; We do not see any fish in this image,The fish in the water are red.,false premises,"The direct answer to the question is that the fish in the water are red. However, the standard human-generated answer states that there are no fish visible in the image. Therefore, the direct answer contradicts the ground truth, indicating a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Panwho_castle_in_the_sky_Japanese_manga_style_by_ghibli_studio__6c575522-7060-4a30-b1b5-ebd9060249bf.png,How many eagles are in the sky? Answer with reasonable length (not too short or too long).,There are no visible eagles in the sky; Zero eagles; There are no birds in the sky,"There are no eagles in the sky in the image you provided. The image depicts a fantastical landscape with a large, multi-leveled building perched on a cliff, surrounded by greenery and clouds.",false premises,"Llava's direct answer is 'There are no eagles in the sky in the image you provided.' This contradicts the ground truth, which is that there are no visible eagles in the sky, but it does not provide any additional information that would alter the core answer. However, it does introduce the concept of an image, which is not present in the ground truth. The presence of the image is not relevant to the core answer and is therefore considered extra detail.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Panwho_castle_in_the_sky_Japanese_manga_style_by_ghibli_studio__6c575522-7060-4a30-b1b5-ebd9060249bf.png,How many people live in this house? Answer with reasonable length (not too short or too long).,Unknown; The number of people in this image is not visible; Not sure at this moment,"It is not possible to determine the exact number of people living in the house from the image alone. However, the house appears to be quite large and has multiple levels, which suggests that it could accommodate a significant number of inhabitants. The presence of multiple windows and doors also indicates that it is designed to be lived in by more than one person.",insufficient context,"Llava's response does not contain any hallucination as it correctly states that it's not possible to determine the exact number of people living in the house from the image alone. The additional details provided about the house's size, multiple levels, and design do not alter the core answer.",no,1.0
https://imagen-parti-images.s3.amazonaws.com/Rod_cat_dressed_as_japanese_gaesha_ec85c259-6154-4830-9045-3cdd6d18ef13.png,Is this cat a male or female? Answer with reasonable length (not too short or too long).,Gender cannot be determined; Unsure about the cat's gender; Unknown,The cat in the image is a male.,insufficient context,"The direct answer to the question is 'The cat in the image is a male.' However, the ground truth is that the gender cannot be determined. Therefore, the direct answer contradicts the ground truth, indicating a hallucination.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/Rod_cat_dressed_as_japanese_gaesha_ec85c259-6154-4830-9045-3cdd6d18ef13.png,Is the cat's tail striped or solid? Answer with reasonable length (not too short or too long).,"We cannot see the cat's tail ; The tail of the cat is not visible ; We cannot see a tail in this image, only the cat in a robe and a hat",The cat's tail is striped.,insufficient context,"The direct answer to the question is 'The cat's tail is striped.' However, the standard human-generated answer states that the cat's tail is not visible. Therefore, the direct answer contradicts the ground truth, indicating a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/francois_M_Close_up_of_a_man_riding_a_Great_White_Shark_crestin_75d26e6a-3462-4ec8-a773-59b07cb3c972.png,Is this guy a surfer? Answer with reasonable length (not too short or too long).,There is not enough information to know if the character is a surfer; No; Unknown,"Yes, the man in the image is a surfer. He is riding a wave on a surfboard, which is a common activity for surfers.",insufficient context,"The direct answer to the question is 'Yes, the man in the image is a surfer.' This directly contradicts the ground truth, which is 'There is not enough information to know if the character is a surfer.' The ground truth indicates that the character's profession cannot be determined based on the provided information.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/francois_M_Close_up_of_a_man_riding_a_Great_White_Shark_crestin_75d26e6a-3462-4ec8-a773-59b07cb3c972.png,What color is the fish under the shark? Answer with reasonable length (not too short or too long).,There is no fish; No fish is in this image; A fish is not under the shark,White,false premises,"The direct answer to the question is 'White', which contradicts the ground truth that there is no fish under the shark. Since the direct answer does not align with the provided details, it is considered a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/CharlesArt_white_and_happy_nursery_room_with_a_cribe_some_flowe_fdf3a924-c8bd-4432-b23b-4b1a542d0620.png,The baby in the crib is wearing a blue or white t-shirt? Answer with reasonable length (not too short or too long).,"There are no babies in the bed, only stuffed animals; There is no baby in the crib; No baby appears in the crib",The baby in the crib is wearing a white t-shirt.,false premises,"The direct answer to the question is that the baby in the crib is wearing a white t-shirt. The ground truth, however, states that there is no baby in the crib. This means that LLava's response directly contradicts the provided information, indicating a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/CharlesArt_white_and_happy_nursery_room_with_a_cribe_some_flowe_fdf3a924-c8bd-4432-b23b-4b1a542d0620.png,What is the color of the hat in this image? Answer with reasonable length (not too short or too long).,1 There is no hat in this image; 2 No visible hat in this image; 3 There's no hat,The color of the hat in this image is white.,false premises,"The direct answer to the question is that the color of the hat is white. However, the ground truth provided by the standard human-generated answer indicates that there is no hat in the image. Therefore, LLava's response contains hallucination because it directly contradicts the provided ground truth.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Sovabrow_realistic_40_years_old_woman_crying_tarnished_lights_d_1ae266df-8de1-442f-a889-75ca3ba6516b.png,who/what is the woman looking at? Answer with reasonable length (not too short or too long).,we cannot see who/what the woman is looking at; Nobody else is visible in the picture; The picture does not show who/what is infront of the woman,"The woman in the image appears to be looking down, possibly at the ground or a surface below her. Her expression and the context of the artwork suggest a contemplative or introspective moment. The exact object or location of her gaze is not clear from the image alone, but it is likely that she is focused on something that is not visible in the frame.",insufficient context,"The direct answer to the question 'who/what is the woman looking at?' in LLava's response is 'possibly at the ground or a surface below her' or 'likely that she is focused on something that is not visible in the frame.' This contradicts the ground truth that 'we cannot see who/what the woman is looking at' and 'The picture does not show who/what is infront of the woman.' Therefore, LLava's response contains hallucination.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/Sovabrow_realistic_40_years_old_woman_crying_tarnished_lights_d_1ae266df-8de1-442f-a889-75ca3ba6516b.png,How many tattoos do you see on the lady? Answer with reasonable length (not too short or too long).,No tattoos; The lady has no tattoos that are visible in the image; I don't see any tattoos that I can see,There are no tattoos visible on the lady in the image.,false premises,"Llava's response directly answers the question by stating there are no visible tattoos on the lady, which aligns with the standard human-generated answer. The direct answer does not contain any hallucination as it is in agreement with the ground truth.",no,0.0
https://imagen-parti-images.s3.amazonaws.com/aKabbara33_off-grid_house_designed_by_Anupama_Kundoo_white_exte_35f66c3d-5c40-45a9-b8c0-72af6ebbb96c.png,What color is the bird perched on the back of the chair with its back to the light? Answer with reasonable length (not too short or too long).,"There is no bird on the chair; No bird is visible in the picture; Because there is no bird on the chair, it is colorless",The bird perched on the back of the chair with its back to the light is white.,false premises,The direct answer 'The bird perched on the back of the chair with its back to the light is white' contradicts the ground truth that there is no bird on the chair. This indicates that LLava's response contains a hallucination.,yes,4.0
https://imagen-parti-images.s3.amazonaws.com/aKabbara33_off-grid_house_designed_by_Anupama_Kundoo_white_exte_35f66c3d-5c40-45a9-b8c0-72af6ebbb96c.png,Is the toaster green or yellow? Answer with reasonable length (not too short or too long).,No toaster can be seen in the image; We can not see a toaster in the image; There is no toaster in the image,The toaster in the image is yellow.,false premises,"The direct answer to the question is 'The toaster in the image is yellow.' However, the ground truth indicates that there is no toaster in the image. Therefore, LLava's response is incorrect and contains a hallucination because it directly contradicts the provided information.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Polaka_The_Statue_of_Liberty_is_under_water_after_the_sea_full__8e143f3d-9f3e-4f6b-9890-4f6360158e44.png,What color is the ship on the water? Answer with reasonable length (not too short or too long).,There isn't a ship on the water; There is no ship; No ship is on the water,The ship on the water is blue.,false premises,"The direct answer to the question is 'The ship on the water is blue.' However, the standard human-generated answer states that there is no ship on the water, which contradicts LLava's response. Therefore, the response contains a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Polaka_The_Statue_of_Liberty_is_under_water_after_the_sea_full__8e143f3d-9f3e-4f6b-9890-4f6360158e44.png,What type of airplane crashed? Answer with reasonable length (not too short or too long).,There is no visible airplane in the image; We can not see an airplane in the image; No airplane is visible in the image,"The Statue of Liberty, a famous landmark, has been depicted in a crashed state in this image.",false premises,"The direct answer to the question is 'The Statue of Liberty, a famous landmark, has been depicted in a crashed state in this image.' However, this contradicts the ground truth that there is no visible airplane in the image. This indicates that LLava's response is hallucinating.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/pocomoto_photo_of_an_Italian_old_woman_sitting_in_a_vintage_bea_44ccf7e6-0b97-4f24-90b8-22d7e2ba19dd.png,What color is the woman's bathing suit? Answer with reasonable length (not too short or too long).,"She is not wearing a bathing suit; The woman isn't wearing a bathing suit; The woman is wearing a white shirt, not a bathing suit",The woman's bathing suit is red.,false premises,"The direct answer to the question is 'The woman's bathing suit is red.' The ground truth, as provided by the standard human-generated answer, is that the woman is not wearing a bathing suit. Therefore, the direct answer contradicts the ground truth.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/pocomoto_photo_of_an_Italian_old_woman_sitting_in_a_vintage_bea_44ccf7e6-0b97-4f24-90b8-22d7e2ba19dd.png,What color is the old lady's eye? Answer with reasonable length (not too short or too long).,The eye of the old lady is not visible; It is not visible; The color of the eye is not visible in the picture,The old lady's eye is blue.,insufficient context,"The direct answer to the question is 'The old lady's eye is blue.' However, the ground truth indicates that the eye is not visible. Therefore, the direct answer contradicts the ground truth, marking it as a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Zbj_Nietoperz_2d_platformer_Pliers_Vehicles_Forest_assets_sprit_b2c41b01-75cb-4f59-b8bc-c9eb6103a8fd.png,Is the airplane green? Answer with reasonable length (not too short or too long).,No airplane is visible in the image; There is no airplane in the image; We can not see an airplane in the image,"Yes, the airplane in the image is green.",false premises,"The direct answer to the question is 'Yes, the airplane in the image is green.' This contradicts the ground truth, which states that no airplane is visible in the image. The provided details do not support the claim that an airplane in the image is green.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Zbj_Nietoperz_2d_platformer_Pliers_Vehicles_Forest_assets_sprit_b2c41b01-75cb-4f59-b8bc-c9eb6103a8fd.png,Is the top right car's driver man or woman? Answer with reasonable length (not too short or too long).,There doesn't seem to be a driver; No driver is visible; We cannot see a driver in this image,The top right car's driver is depicted as a woman.,false premises,"Llava's direct answer is that the top right car's driver is a woman. However, the standard human-generated answer states that there is no visible driver, which contradicts Llava's response.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/prikhodkop_clowns_optimize_sag_mill_ore_refining_factory_epic_c6aacc47-e76f-41db-ab8a-6a94a5c7fcb3.png,How many cats are in the image? Answer with reasonable length (not too short or too long).,There are no cats in the image; No cats are visible in the image; We can not see any cats in the image,There are no cats in the image. It features three clowns posing together.,false premises,"The direct answer to the question is 'There are no cats in the image.' This directly aligns with the provided ground truth, which states that there are no cats in the image. The additional information about three clowns posing together is extraneous and does not alter the core answer. Therefore, the response does not contain hallucination.",no,1.0
https://imagen-parti-images.s3.amazonaws.com/prikhodkop_clowns_optimize_sag_mill_ore_refining_factory_epic_c6aacc47-e76f-41db-ab8a-6a94a5c7fcb3.png,How many giraffes behind the clowns? Answer with reasonable length (not too short or too long).,Zero giraffes; No giraffes behind the clowns; There aren't any giraffes behind the clowns,"There are no giraffes behind the clowns. The image shows three clowns posing together, but there are no giraffes present.",false premises,"Llava's direct answer is 'There are no giraffes behind the clowns.' This directly aligns with the standard human-generated answer, which also states 'Zero giraffes; No giraffes behind the clowns; There aren't any giraffes behind the clowns.' The additional information about the clowns posing together does not alter the core answer, making it not a hallucination.",no,1.0
https://imagen-parti-images.s3.amazonaws.com/ChesterWesterson_Great_Smokey_Mountians_Trailer_trash_barn_debr_30485202-e02c-4d77-981f-91d6f3a67b47.png,How many tires does the pick up truck have? Answer with reasonable length (not too short or too long).,There is no pickup truck in the image; No pickup truck is visible in the image; We can not see a pick up truck in the image,The pickup truck in the image has two tires.,false premises,"The direct answer to the question is that the pickup truck in the image has two tires. However, the standard human-generated answer indicates that there is no pickup truck in the image, which contradicts LLava's response.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/ChesterWesterson_Great_Smokey_Mountians_Trailer_trash_barn_debr_30485202-e02c-4d77-981f-91d6f3a67b47.png,Does the deer have spots or no spots? Answer with reasonable length (not too short or too long).,We cannot see a deer ; There is no deer in this image only birds ; No deer are visible around the camper in the woods,The deer in the image does not have spots.,false premises,"Llava's direct answer is that the deer in the image does not have spots. The ground truth is that there is no deer visible in the image, which makes it impossible to determine if the deer has spots or not. Since the direct answer contradicts the ground truth, it is considered a hallucination.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/ImAperson_jellyfish_digital_artwork_detailed_4k_octane_render_c_614115ab-aa56-40a9-8f93-45e47d75d7da.png,How many sharks by the jellyfish? Answer with reasonable length (not too short or too long).,No sharks by the jellyfish; There aren't any sharks visible; Zero sharks are present by the jellyfish,There are no sharks in the image. The image features three jellyfish.,false premises,"The direct answer to the question is 'There are no sharks in the image.' This answer contradicts the ground truth that 'Zero sharks are present by the jellyfish' because it implies that there are no sharks at all, whereas the ground truth only specifies the absence of sharks by the jellyfish. However, the second part of the answer, 'The image features three jellyfish,' is in agreement with the ground truth, but it's not the direct answer to the question.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/ImAperson_jellyfish_digital_artwork_detailed_4k_octane_render_c_614115ab-aa56-40a9-8f93-45e47d75d7da.png,Does the starfish have six or nine points? Answer with reasonable length (not too short or too long).,There is no starfish in this image ; We cannot see a starfish only three jellyfish ; No starfish is visible,The starfish in the image has nine points.,false premises,"The direct answer to the question is that the starfish has nine points. However, the standard human-generated answer indicates that there is no starfish in the image, which suggests that the information provided does not support the direct answer. Therefore, the response is marked as a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/8urn3y_abandoned_caravan_in_a_field_inspired_by_Wes_Anderson_c754b8d8-dcdd-4809-8bad-6286be452867.png,How tall is the horse in the image? Answer with reasonable length (not too short or too long).,"No horse can be seen in the image; there is no horse; No horse is visible in the image, hence, no measurement","The horse in the image is of average height, which is typical for a horse. However, without a specific reference or a clear view of the horse's height, it's difficult to provide an exact measurement.",false premises,Llava's response contains a hallucination because it directly answers the question with a specific measurement ('average height') which contradicts the ground truth that no horse can be seen in the image.,yes,5.0
https://imagen-parti-images.s3.amazonaws.com/8urn3y_abandoned_caravan_in_a_field_inspired_by_Wes_Anderson_c754b8d8-dcdd-4809-8bad-6286be452867.png,How many trees are there? Answer with reasonable length (not too short or too long).,Trees are not distinct to provide an estimate; Unknown; Not sure,There are several trees in the background of the image.,insufficient context,"The direct answer from LLava's response is'several', which is a vague estimate and contradicts the ground truth of 'Unknown' or 'Not sure' provided by the standard human-generated answer. The response contains insufficient information to accurately answer the question, and the provided estimate is not supported by the given details.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/John_Thunder_street_scene_in_a_city_made_from_bone_muscle_and_t_d39678fb-9909-4463-b5ca-3131e92d935b.png,What color shirt is the driver wearing? Answer with reasonable length (not too short or too long).,The picture does not show adriver; There is no driver pictured here ; The driver is not visible on the photo,The driver is wearing a white shirt.,insufficient context,"The direct answer ""The driver is wearing a white shirt"" contradicts the ground truth provided by the standard human-generated answer, which states that the driver is not visible on the photo. Therefore, the response contains hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/John_Thunder_street_scene_in_a_city_made_from_bone_muscle_and_t_d39678fb-9909-4463-b5ca-3131e92d935b.png,Does the school bus have its doors open or closed? Answer with reasonable length (not too short or too long).,"We cannot see a school bus in this image ; There is no school bus, just a car in the street ; No school bus is visible, only a car next to tall buildings",The school bus in the image has its doors open.,false premises,"The direct answer 'The school bus in the image has its doors open' contradicts the ground truth provided by the Standard Human-Generated Answer, which states that there is no school bus visible in the image. This indicates that LLava's response contains false premises, specifically that a school bus is present in the image.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/yurisa99_Christmas_concert_96323367-58ab-40bb-9bd9-f30aa9f86c43%20(1).png,What's the cross made out of? Answer with reasonable length (not too short or too long).,The image does not contain a cross; There is no cross in the picture; Not a cross in the picture,The cross in the image is made out of Christmas lights.,false premises,"Llava's response directly answers the question by stating that the cross in the image is made out of Christmas lights. However, this contradicts the ground truth, which is that there is no cross in the picture. Therefore, Llava's response is considered a hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/yurisa99_Christmas_concert_96323367-58ab-40bb-9bd9-f30aa9f86c43%20(1).png,Does the image include a flourescent bulb? Answer with reasonable length (not too short or too long).,There isn't a fluorescent light bulb in the picture; A fluorescent light bulb is not visible in the image; There is no sign of a fluorescent light bulb in the picture,"No, the image does not include a flourescent bulb. It depicts a scene inside a church with a Christmas tree and a congregation.",insufficient context,"The direct answer to the question is 'No, the image does not include a flourescent bulb.' This directly contradicts the ground truth that there is no sign of a fluorescent light bulb in the picture. However, upon closer inspection, the direct answer is actually in agreement with the ground truth. The incorrect information provided is extraneous and does not alter the core answer.",no,1.0
https://imagen-parti-images.s3.amazonaws.com/Elixir24_christmas_cards_filled_with_cute_babies_Christmas_happ_083af640-9292-41ef-a93f-8342e3b7cd88.png,How many presents are under the tree? Answer with reasonable length (not too short or too long).,"The image does not reveal the bottom of the tree, so we cannot see how many presents there are; We are unable to determine from the photo; The presents are not in view in this photo",There are three presents under the tree.,false premises,"The direct answer from LLava's response is that there are three presents under the tree. However, the ground truth provided by the standard human-generated answer states that we cannot determine the number of presents from the photo. Therefore, LLava's response directly contradicts the ground truth, indicating a hallucination.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/Elixir24_christmas_cards_filled_with_cute_babies_Christmas_happ_083af640-9292-41ef-a93f-8342e3b7cd88.png,What color is the middle child's glasses? Answer with reasonable length (not too short or too long).,The middle child doesn't have glasses; There are no glasses in this image; Glasses are not being worn by the middle child,"The middle child is wearing glasses, but the image does not provide enough detail to confidently determine the color of the glasses.",false premises,"The direct answer is that the middle child is wearing glasses. However, the ground truth states that the middle child doesn't have glasses. This contradicts the ground truth, indicating that the response contains hallucination.",yes,4.0
https://imagen-parti-images.s3.amazonaws.com/Rocambole_a_sick_3D_sketchbook_black_book_white_ink_plush_by_ki_aa0ccb52-b60b-4028-89ef-57154cf9dfb8.png,What is the length of the table/stand? Answer with reasonable length (not too short or too long).,Can't see the length of the table; The entire table/stand is not visible; we can't completely see if its a table or a stand,"The table or stand in the image appears to be of a reasonable length, suitable for displaying the book. However, without knowing the exact dimensions, it's difficult to provide a precise length. It's long enough to accommodate the book and any accompanying items, such as the white paper or the person's hand visible in the image.",insufficient context,"The direct answer to the question is that the table/stand is 'long enough to accommodate the book and any accompanying items', which contradicts the ground truth that we can't see the length of the table/stand. This is because the ground truth explicitly states that we can't see the length, which implies that we can't determine if it's long enough.",yes,5.0
https://imagen-parti-images.s3.amazonaws.com/Rocambole_a_sick_3D_sketchbook_black_book_white_ink_plush_by_ki_aa0ccb52-b60b-4028-89ef-57154cf9dfb8.png,How many pages does the book have? Answer with reasonable length (not too short or too long).,We cannot determine that from the image; We are unable to see that from this picture; We can't tell how many pages the book has,"The image shows a book with a three-dimensional, intricate design on its cover. It is not possible to determine the exact number of pages from the image alone, as the pages are not visible. However, it is clear that the book has a unique and elaborate cover design, which could be indicative of a special edition or a work of art rather than a standard book.",insufficient context,"The direct answer to the question is 'It is not possible to determine the exact number of pages from the image alone, as the pages are not visible.' This aligns with the ground truth provided by the standard human-generated answer, which states 'We can't tell how many pages the book has'. The additional information about the cover design does not alter the core answer.",no,1.0
https://imagen-parti-images.s3.amazonaws.com/Color3_man_carrying_a_wheelbarrow_full_of_fish_paynted_by_rembr_37026f74-b0aa-4c16-8ee0-472c49c9c0d2.png,How many tentacles does the giant squid have? Answer with reasonable length (not too short or too long).,There are no squids shown; There are no squids visible in this picture ; This image has fish in it but no squid,"The image you've provided is a painting, not a photograph of a real-life scene. As such, it's not possible to accurately count the tentacles of a giant squid in the painting, as the artistic representation may not be entirely realistic or may have been altered by the artist.",false premises,"The response does not contain a direct answer to the question 'How many tentacles does the giant squid have?' Instead, it discusses the nature of the image and the possibility of accurately counting tentacles. However, the direct answer is not present, and the response does not contradict the ground truth since it does not provide a count of tentacles. Therefore, it is not considered a hallucination.",no,3.0
